Name,Unnamed: 0,20 Yard Shuttle,40 Yard Dash,60 Yard Shuttle,Arm Length,Bench Press,Broad Jump,College,Grade,Hands,Height,Position,Three Cone Drill,Vertical Jump,Weight,Wonderlic,Year,SnapsPlayed
Ryan Swope,891,4.25,4.34,,31.375,16,125,Texas A&M,0,8.5,72,WR,6.76,37,205,0,2013,
Ryan Tannehill,1218,0,0,,32.625,0,0,Texas A&M,0,9,76,QB,0,0,221,34,2012,5119
Ryan Tolhurst,4022,3.88,4.49,,0,0,123,,0,0,71,WR,6.65,38,196,0,2002,
Ryan Torain,2383,0,4.61,,0,21,120,Arizona State,0,0,73,RB,0,34,222,0,2008,
Ryan Tujague,4545,4.95,5.16,,0,21,96,,0,0,77,OG,0,27,297,0,2000,
Ryan Whalen,1537,4.09,4.53,,30,18,123,Stanford,0,9,73,WR,6.67,38.5,202,0,2011,
Ryan Williams,1549,4.18,4.59,,30.75,19,123,Virginia Tech,0,9,69,RB,0,40,212,0,2011,140
Ryan Winterswyk,1553,4.37,4.96,,32.75,18,111,,0,9.75,76,DE,0,30,268,0,2011,
Ryan Young,4944,0,5.57,,0,20,0,Kansas State,0,0,78,OT,0,0,335,0,1999,
Ryne Robinson,2600,4.21,4.47,,0,0,123,Miami (OH),0,0,69,WR,0,35,179,0,2007,
Ryon Bingham,3258,4.38,5.09,,0,33,109,Nebraska,0,0,76,DT,0,30,303,0,2004,
Sabby Piscitelli,2588,3.9,4.47,,0,19,122,Oregon State,0,0,75,SS,0,34.5,224,0,2007,
Sage Rosenfels,4244,4.29,4.74,,0,0,107,Iowa State,0,0,77,QB,0,34,228,32,2001,
Sam Acho,1258,4.32,4.67,,33.5,23,112,Texas,0,9.75,74,OLB,0,33.5,262,0,2011,3156
Sam Aiken,3519,0,4.59,,0,0,121,North Carolina,0,0,74,WR,0,39.5,209,0,2003,
Sam Barrington,676,0,4.91,,32.25,22,117,,0,10.25,73,ILB,0,32.5,246,0,2013,355
Sam Bradford,1584,0,4.79,,34.375,0,0,Oklahoma,0,9.5,76,QB,0,0,236,36,2010,3680
Sam Brandon,3807,0,4.66,,0,0,127,UNLV,0,0,74,FS,0,36.5,199,0,2002,
Sam Ficken,103,0,0,,0,0,0,Penn St.,4.8,0,73,K,0,0,191,0,2015,
Sam Keller,2281,4.35,4.99,,0,0,107,,0,0,76,QB,0,24,241,34,2008,
Sam Lightbody,3118,4.44,5.62,,0,0,108,,0,0,81,OT,0,30,321,0,2005,
Sam Maxwell,1717,4.52,4.88,,33,0,108,,0,10.25,74,OLB,0,33,246,0,2010,
Sam Montgomery,834,4.51,4.81,,33.875,0,114,LSU,0,9.25,75,DE,7.18,34.5,262,0,2013,
Sam Olajubutu,2575,4.34,4.77,,0,24,118,,0,0,69,OLB,0,34.5,227,0,2007,
Sam Rogers,36,4.34,4.93,11.84,30.25,19,114,Virginia Tech,5.18,9.75,70,FB,7.27,32,231,,2017,
Sam Sword,4895,4.34,5.01,,0,0,0,,0,0,73,ILB,0,0,242,0,1999,
Sam Tevi,169,4.6,5.27,,34,15,107,Utah,4.9,10.125,77,OT,7.84,26,311,,2017,
Sam Wilder,3230,4.52,5.31,,0,23,102,,0,0,77,OT,0,26.5,302,0,2005,
Sam Young,1849,4.87,5.2,,34.5,29,104,Notre Dame,0,10.125,80,OT,0,29.5,316,0,2010,
Samaje Perine,20,4.37,4.65,11.71,30.375,30,116,Oklahoma,5.64,10,71,RB,7.26,33,233,,2017,360
Samie Parker,3407,0,4.39,,0,0,0,Oregon,0,0,71,WR,0,36,176,0,2004,
Sammie Coates,51,4.06,4.43,,0,23,131,Auburn,5.6,0,73,WR,6.98,41,212,0,2015,313
Sammie Stroughter,2096,4.28,4.54,,29.5,13,110,Oregon State,0,9,70,WR,0,30,189,0,2009,
SammieLee Hill,1963,4.97,5.12,,0,27,109,,0,0,76,DT,0,28,329,0,2009,
Sammy Davis,3563,0,4.42,,0,19,131,Texas A&M,0,0,73,CB,0,40,186,0,2003,
Sammy Morris,4484,4.21,4.65,,0,23,117,Texas Tech,0,0,73,FB,0,37.5,221,0,2000,
Sammy Watkins,640,4.34,4.43,,0,16,126,Clemson,7,0,73,WR,6.95,34,211,0,2014,3194
Samson Satele,2611,4.29,5.24,,0,25,101,Hawaii,0,0,75,OC,0,33,300,0,2007,
Sanders Commings,701,4.3,4.41,,32,0,117,Georgia,0,8.875,72,CB,7.1,34.5,216,0,2013,
Santana Moss,4211,0,4.31,,0,0,0,Miami (FL),0,0,70,WR,0,42,181,0,2001,1005
Santonio Beard,3530,0,4.62,,0,0,119,,0,0,73,RB,0,31.5,222,0,2003,
Santonio Holmes,2775,4.26,4.35,,32,0,126,Ohio State,0,9.625,70.625,WR,6.82,38,188,0,2006,937
Saul Patu,4224,4.43,5.01,,0,22,112,,0,0,75,DE,0,30.5,272,0,2001,
Schuylar Oordt,1451,4.25,4.63,,33.75,18,119,,0,9.875,78,TE,0,36,261,0,2011,
Scooby Wright III,222,4.47,4.9,,30.5,22,113,Arizona,6.02,9.75,72,ILB,,31,239,,2016,
Scott Chandler,2450,4.32,4.78,,0,16,111,Iowa,0,0,79,TE,0,30,270,0,2007,
Scott Covington,4635,4.42,4.67,,0,0,109,Miami (FL),0,0,74,QB,0,34,219,21,1999,
Scott Crichton,385,0,4.84,,0,24,108,Oregon St.,5.4,0,75,DE,7.19,31.5,273,0,2014,
Scott Dreisbach,4656,4.27,4.75,,0,0,112,,0,0,75,QB,0,33,216,20,1999,
Scott Fujita,3867,4.21,4.64,,0,20,122,California,0,0,78,OLB,0,42,248,0,2002,122
Scott Jackson,3352,4.52,4.98,,0,0,105,,0,0,76,OC,0,30.5,300,0,2004,
Scott Kiernan,4755,4.79,5.58,,0,0,94,,0,0,75,OG,0,28,307,0,1999,
Scott Kooistra,3637,4.62,5.14,,0,28,103,North Carolina State,0,0,78,OT,0,31,316,0,2003,
Scott Long,1714,4.09,4.46,,31.25,20,123,,0,9.75,74,WR,6.45,41.5,216,0,2010,
Scott Lutrus,1421,4.09,4.68,,31.125,0,121,,0,10,74,OLB,0,38,241,0,2011,
Scott McKillop,2024,4.39,4.7,,0,27,119,Pittsburgh,0,0,73,ILB,0,35.5,244,0,2009,
Scott Mruczkowski,3148,0,5.29,,0,28,0,Bowling Green,0,0,77,OC,0,0,321,0,2005,
Scott Orndoff,122,4.45,4.84,12.34,33.25,17,112,Pittsburgh,5.14,10,77,TE,7.37,27,253,,2017,
Scott Peters,3973,4.69,5.07,,0,36,97,Arizona State,0,0,75,OC,0,33.5,300,0,2002,
Scott Rislov,3428,4.36,4.95,,0,0,119,,0,0,74,QB,0,30,224,30,2004,
Scott Shanle,3717,4.32,4.72,,0,20,111,Nebraska,0,0,74,OLB,0,31,245,0,2003,219
Scott Shields,4868,4.06,4.55,,0,23,123,Weber State,0,0,76,SS,0,35,228,0,1999,
Scott Solomon,1209,4.25,5,,0,34,124,Rice,0,0,75,DE,7.17,35,262,0,2012,234
Scott Starks,3206,3.9,4.37,,0,13,137,Wisconsin,0,0,69,CB,0,43,172,0,2005,
Scott Stephenson,2630,4.57,5.2,,0,21,99,,0,0,75,OC,0,29.5,297,0,2007,
Scott Tercero,3735,4.51,5.23,,0,25,103,California,0,0,76,OG,0,28.5,303,0,2003,
Scott Tolzien,1529,4.12,4.92,,30.5,0,116,,0,10,74,QB,0,29.5,212,0,2011,282
Scott Ware,2930,4.27,4.7,,0,15,115,,0,0,73,SS,0,37,218,0,2006,
Scott Wells,3493,4.4,5.3,,0,31,109,Tennessee,0,0,74,OC,0,31,300,0,2004,
Scott Young,3241,4.4,5.08,,0,43,115,Brigham Young,0,0,76,OG,0,35,312,0,2005,
Scottie Montgomery,4476,4.11,4.57,,0,0,117,,0,0,73,WR,0,36,196,0,2000,
Scotty Anderson,4051,0,4.57,,0,0,115,Grambling State,0,0,74,WR,0,34.5,184,0,2001,
Sealver Siliga,1499,4.75,5.04,,34.5,29,0,,0,10,72,DT,0,29,305,0,2011,
Sean Berton,3532,4.35,5.02,,0,0,107,,0,0,77,TE,0,31,279,0,2003,
Sean Brewer,4076,4.18,4.73,,0,14,117,San Jose State,0,0,76,TE,0,36,255,0,2001,
Sean Bubin,3267,4.78,5.32,,0,25,97,Illinois,0,0,79,OT,0,24.5,306,0,2004,
Sean Canfield,1603,4.39,4.93,,32.75,0,100,Oregon State,0,9.25,76,QB,0,29.5,223,0,2010,
Sean Cattouse,987,4.15,4.74,,33,0,114,,0,9.5,74,SS,6.99,34,211,0,2012,
Sean Considine,3019,3.93,4.5,,0,19,117,Iowa,0,0,73,FS,0,37,212,0,2005,
Sean Davis,277,3.97,4.46,11.53,31.375,21,126,Maryland,5.4,9.5,73,CB,6.64,37.5,201,,2016,2116
Sean Guthrie,3881,0,4.88,,0,28,0,,0,0,76,DE,0,0,269,0,2002,
Sean Harlow,164,4.81,5.15,,32,26,105,Oregon State,5.14,9.5,76,OG,8.16,30.5,303,,2017,
Sean Hickey,153,0,0,,0,35,0,Syracuse,5.2,0,77,OT,0,0,309,0,2015,
Sean Keenan,4445,4.41,5.03,,0,0,95,,0,0,75,QB,0,25.5,202,32,2000,
Sean Key,4449,4.2,4.65,,0,0,0,,0,0,71,FS,0,0,188,0,2000,
Sean Lee,1708,0,4.71,,32,24,120,Penn State,0,8.75,74,ILB,0,37.5,236,0,2010,3566
Sean Locklear,3381,4.61,5.16,,0,27,100,North Carolina State,0,0,76,OG,0,29,308,0,2004,
Sean Mahan,3654,4.77,5.14,,0,30,105,Notre Dame,0,0,75,OG,0,30,301,0,2003,
Sean Mannion,197,4.39,5.14,,0,0,105,Oregon St.,5.3,0,78,QB,7.29,31,229,0,2015,102
Sean McHugh,3390,4.09,4.92,,0,18,115,Penn State,0,0,77,TE,0,29,264,0,2004,
Sean Porter,846,0,4.75,,32.25,22,119,Texas A&M,0,9.25,73,OLB,0,35,229,0,2013,
Sean Richardson,1189,4.44,4.52,,0,22,128,,0,0,74,SS,7.01,38,216,0,2012,154
Sean Ryan,3436,0,4.97,,0,22,115,Boston College,0,0,77,TE,0,32.5,268,0,2004,
Sean Smith,2091,4.15,4.5,,0,10,119,Utah,0,0,76,CB,0,34,214,0,2009,5509
Sean Spence,1210,4.28,4.71,,31.5,12,119,Miami (FL),0,9.25,71,OLB,7.46,33,231,0,2012,1168
Sean Tufts,3481,3.95,4.61,,0,21,118,Colorado,0,0,76,OLB,0,34.5,242,0,2004,
Sean Weatherspoon,1828,4.38,4.62,,31.25,34,123,Missouri,0,10.25,73,OLB,0,40,239,0,2010,1410
Seantrel Henderson,447,4.77,5.04,,0,0,95,Miami,5.6,0,79,OT,8.15,24,331,0,2014,
Sebastian Tretola,124,5.02,5.45,,31.5,22,90,Arkansas,5.39,10.375,76,OG,7.94,,314,,2016,
Sedrick Curry,4367,3.94,4.44,,0,0,125,,0,0,74,CB,0,39,197,0,2000,
Sedrick Ellis,2206,4.73,5.26,,0,34,105,USC,0,0,73,DT,0,26.5,309,0,2008,
Sedrick Hodge,4149,4.09,4.49,,0,21,120,North Carolina,0,0,76,OLB,0,32,244,0,2001,
Sedrick Irvin,4725,0,4.58,,0,20,117,Michigan State,0,0,71,RB,0,35,223,0,1999,
Sefo Liufau,10,4.45,5.08,,33.5,,105,Colorado,4.89,10.75,75,QB,7.32,27,232,,2017,
Sekou Sanyika,4513,4.38,4.75,,0,21,111,California,0,0,75,OLB,0,32.5,241,0,2000,
Selvish Capers,1604,4.68,5.11,,34,19,106,West Virginia,0,10,77,OT,0,30.5,308,0,2010,
Semisi Heimuli,4417,4.63,5.4,,0,20,94,,0,0,74,OG,0,29,312,0,2000,
SenDerrick Marks,2013,0,5,,0,0,0,Auburn,0,0,74,DT,0,33,306,0,2009,
Seneca Wallace,3749,4.14,4.56,,0,0,127,Iowa State,0,0,73,QB,0,38,196,12,2003,58
Senio Kelemete,1103,4.58,5.52,,0,21,101,Washington,0,0,75,OG,7.77,25,307,0,2012,
Senquez Golson,121,4.2,4.46,,0,15,120,Mississippi,5.8,0,69,CB,6.81,33.5,176,0,2015,
Sergio Kindle,1698,4.53,4.65,,33.25,25,118,Texas,0,10,75,OLB,0,36.5,250,0,2010,
Seth McKinney,3945,4.51,4.97,,0,23,105,Texas A&M,0,0,76,OC,0,33.5,300,0,2002,
Seth Olsen,2050,4.7,5.23,,0,23,90,Iowa,0,0,77,OG,0,24.5,306,0,2009,
Seth Russell,14,,,,32.25,,,Baylor,,9.625,75,QB,,,213,,2017,
Seth Wand,3752,4.5,5.14,,0,20,107,Northwest Missouri State,0,0,79,OT,0,31.5,325,0,2003,
Seyi Ajirotutu,1561,4.39,4.6,,32.625,14,115,,0,9.375,76,WR,7.22,36,204,0,2010,72
Shad Meier,4199,4.15,4.85,,0,20,113,Kansas State,0,0,77,TE,0,34,256,0,2001,
Shad Thornton,41,4.21,4.75,11.53,30,12,116,North Carolina State,4.6,9.75,72,RB,6.85,31,217,,2016,
Shaheer McBride,2298,4.48,4.61,,0,0,112,,0,0,74,WR,0,29,205,0,2008,
Shalom Luani,314,4.21,4.55,11.22,32,12,116,Washington State,4.99,9.75,71,S,6.87,31,202,,2017,
Shamar Stephen,606,0,5.25,,0,25,103,Connecticut,5.4,0,77,DT,0,30.5,309,0,2014,
Shamarko Thomas,899,4.26,4.42,,31.5,28,133,Syracuse,0,9.25,69,SS,0,40.5,213,0,2013,
Shane Carden,39,4.45,4.94,,0,0,104,East Carolina,5.1,0,74,QB,7.17,29.5,218,0,2015,
Shane Griggs,4131,0,4.83,,0,0,0,,0,0,76,QB,0,0,199,29,2001,
Shane Olivea,3402,4.76,5.29,,0,0,92,Ohio State,0,0,75,OT,0,29,302,0,2004,
Shane Ray,247,0,0,,0,21,0,Missouri,6.8,0,75,DE,0,0,245,0,2015,1495
Shane Vereen,1534,4.28,4.49,,30.625,31,115,California,0,9,70,RB,0,34,210,0,2011,1763
Shane Walton,3751,4.29,4.67,,0,11,109,Notre Dame,0,0,71,CB,0,31,184,0,2003,
Shannon Money,3954,0,5.22,,0,25,107,,0,0,76,OG,0,33.5,295,0,2002,
Shannon Snell,3458,4.94,5.82,,0,21,93,,0,0,77,OG,0,25.5,316,0,2004,
Shannon Taylor,4537,0,4.65,,0,0,115,Virginia,0,0,75,OLB,0,34.5,249,0,2000,
Shaq Evans,408,4.21,4.51,,0,13,122,UCLA,5.3,0,73,WR,7.07,34.5,213,0,2014,
Shaq Lawson,192,4.21,4.7,,32.75,,120,Clemson,6.21,10,75,DE,7.16,33,269,,2016,
Shaq Thompson,289,4.08,4.64,,0,0,117,Washington,6,0,72,OLB,6.99,33.5,228,0,2015,1830
Shaquill Griffin,300,4.14,4.38,11.62,32.375,17,132,UCF,5.31,8.75,72,DB,6.87,38.5,194,,2017,1197
Shareece Wright,1556,0,4.41,,32.25,16,113,USC,0,9.5,71,CB,0,34.5,185,0,2011,3420
Sharrif Floyd,721,4.75,4.92,,31.75,0,106,Florida,0,10.125,75,DT,7.4,30,297,0,2013,
Shaud Williams,3501,4.16,4.73,,0,15,114,,0,0,68,RB,0,34,193,0,2004,
Shaun Chapas,1306,4.4,4.87,,32,23,116,Georgia,0,9.5,74,FB,0,35.5,247,0,2011,
Shaun Cody,3013,0,4.95,,0,34,0,USC,0,0,76,DT,0,0,293,0,2005,
Shaun Draughn,1330,4.2,4.73,,31,21,118,,0,10,71,RB,0,34,213,0,2011,263
Shaun King,4759,4.29,4.77,,0,0,113,Tulane,0,0,73,QB,0,33,221,25,1999,
Shaun Phillips,3413,4.23,4.78,,0,0,114,Purdue,0,0,75,DE,0,33,255,0,2004,2050
Shaun Prater,1176,0,0,,0,14,0,Iowa,0,0,70,CB,0,0,190,0,2012,
Shaunard Harts,4137,0,4.56,,0,12,119,Boise State,0,0,73,SS,0,34.5,200,0,2001,
Shawn Andrews,3249,4.93,5.49,,0,27,98,Arkansas,0,0,76,OT,0,25,366,0,2004,
Shawn Bryson,4603,0,4.63,,0,18,128,Tennessee,0,0,73,FB,0,38.5,235,0,1999,
Shawn Crable,2189,4.55,4.61,,0,29,111,Michigan,0,0,77,OLB,0,28,245,0,2008,
Shawn Draper,4110,0,5.3,,0,17,110,Alabama,0,0,76,OG,0,32,303,0,2001,
Shawn Foreman,4674,4.41,4.77,,0,0,112,,0,0,73,WR,0,32,212,0,1999,
Shawn Forte,4121,0,4.54,,0,20,0,,0,0,73,FS,0,0,204,0,2001,
Shawn Lauvao,1705,4.51,5.22,,33,33,101,Arizona State,0,9.5,75,OG,0,26.5,315,0,2010,
Shawn Loiseau,1116,0,4.85,,0,19,0,,0,0,72,ILB,0,32,244,0,2012,
Shawn Mills,4202,4.15,4.51,,0,0,116,,0,0,73,WR,0,34.5,180,0,2001,
Shawn Murphy,2315,4.89,5.38,,0,29,100,Utah State,0,0,76,OG,0,21.5,320,0,2008,
Shawn Nelson,2044,4.46,4.52,,0,19,115,Southern Miss,0,0,77,TE,0,33,240,0,2009,
Shawn Oakman,198,4.56,4.96,,35.75,23,123,Baylor,5.59,10.625,80,DE,7.53,32,287,,2016,
Shawn Williams,927,4.25,4.46,,30.75,25,120,Georgia,0,8.375,72,SS,7.01,36,213,0,2013,2288
Shawn Worthen,4309,4.61,5.18,,0,23,103,TCU,0,0,73,DT,0,30,310,0,2001,
Shawnbrey McNeal,1730,0,4.53,,30.5,14,117,,0,9.375,69,RB,0,36,194,0,2010,
Shawne Merriman,3139,0,4.68,,0,25,0,Maryland,0,0,77,DE,0,0,272,0,2005,
Shay Hodge,1672,4.32,4.62,,33,11,117,,0,9.25,73,WR,6.9,33.5,209,0,2010,
Shayne Skov,595,0,0,,0,0,0,Stanford,5.5,0,74,ILB,0,0,245,0,2014,
Shea McClellin,1133,4.33,4.63,,32.75,19,118,Boise State,0,10.125,75,OLB,7.07,31,260,0,2012,2500
Sheldon Brown,3810,4.24,4.47,,0,15,120,South Carolina,0,0,70,CB,0,36.5,196,0,2002,879
Sheldon Day,174,4.5,5.07,,32.625,21,102,Notre Dame,5.55,9.625,73,DT,7.44,30,293,,2016,
Sheldon Jackson,4729,4.47,4.82,,0,14,105,Nebraska,0,0,75,TE,0,30.5,243,0,1999,
Sheldon Rankins,166,4.59,5.03,,33.375,28,118,Louisville,6.18,9.375,73,DT,7.44,34.5,299,,2016,
Sheldon Richardson,859,0,5.02,,34.5,30,116,Missouri,0,10.5,74,DT,0,32,294,0,2013,
Shelley Smith,1790,4.71,5.03,,32.5,26,112,Colorado State,0,9.25,75,OG,0,34,300,0,2010,
Shelton Gibson,57,4.2,4.5,10.71,32,8,118,West Virginia,5.72,8.875,71,WR,6.83,32,191,,2017,
Sherrod Gideon,4395,0,4.66,,0,0,0,Southern Miss,0,0,71,WR,0,0,173,0,2000,
Sherrod Martin,2015,3.98,4.43,,0,12,123,Troy,0,0,73,CB,0,36,198,0,2009,272
Shilique Calhoun,195,4.25,4.82,,34.25,23,115,Michigan State,5.74,9.875,76,DE,6.97,35,251,,2016,
Shiloh Keo,1401,3.9,4.74,,30,24,110,Idaho,0,9.5,71,SS,0,32.5,219,0,2011,856
Shon Coleman,138,,,,35.125,22,,Auburn,5.84,10.625,77,OT,,,307,,2016,
Shonn Greene,1949,4.4,4.62,,0,19,121,Iowa,0,0,71,RB,0,37,227,0,2009,568
Shurron Pierson,3691,0,4.63,,0,0,128,South Florida,0,0,74,DE,0,39,243,0,2003,
Shyrone Stith,4534,4.14,4.6,,0,13,111,Virginia Tech,0,0,68,RB,0,35,204,0,2000,
Siaha Burley,4607,4.16,4.53,,0,0,113,,0,0,71,WR,0,34,166,0,1999,
Sidney Jones,262,4.28,4.47,,31.5,,123,Washington,6.5,9.375,72,CB,7.02,33.5,186,,2017,247
Sidney Rice,2596,4.34,4.51,,0,0,119,South Carolina,0,0,76,WR,7.09,39.5,200,0,2007,1095
Silas Redd,567,0,4.7,,0,18,122,USC,5,0,70,RB,0,37,212,0,2014,
Simeon Castille,2178,4.36,4.63,,0,0,119,,0,0,73,FS,0,31.5,195,0,2008,
Simon Fraser,3052,4.43,5,,0,23,106,,0,0,78,DE,0,28,288,0,2005,
Simoni Lawrence,1706,4.43,4.59,,33,21,123,,0,9.625,73,OLB,0,40,232,0,2010,
Sinorice Moss,2848,0,4.38,,0,0,123,Miami (FL),0,0,68,WR,0,42,185,0,2006,
Sio Moore,837,4.31,4.65,,33.625,29,127,Connecticut,0,10.25,73,OLB,7.49,38,245,0,2013,1687
Sione Fua,1339,4.54,5.28,,34,30,101,Stanford,0,10.5,74,DT,0,24,308,0,2011,
Sione Pouha,3170,4.49,5.02,,0,32,107,Utah,0,0,76,DT,0,32.5,325,0,2005,
SirHenry Anderson,2686,4.58,5.19,,0,27,100,,0,0,76,DT,0,28.5,306,0,2006,
Sirr Parker,4831,4.09,4.55,,0,0,122,,0,0,70,RB,0,40,190,0,1999,
Skyler Green,2751,0,4.53,,0,0,118,LSU,0,0,69,WR,0,34,192,0,2006,
Snoop Minnis,4203,4.07,4.57,,0,0,115,,0,0,73,WR,0,37.5,171,0,2001,
Sojourn Shelton,309,4.02,4.51,,31,10,120,Wisconsin,5.12,8.375,69,CB,6.92,35,177,,2017,
Solomon Bates,3528,4.34,4.89,,0,19,112,Arizona State,0,0,74,ILB,0,30,243,0,2003,
Solomon Page,4827,0,5.24,,0,24,106,West Virginia,0,0,77,OT,0,31.5,306,0,1999,
Solomon Thomas,173,4.28,4.69,,33,30,126,Stanford,6.85,9.375,75,DE,6.95,35,273,,2017,
Soma Vainuku,46,,4.68,,32.75,26,108,USC,4.8,9.5,71,FB,,32,246,,2016,
Sori Kanu,4748,4.21,4.69,,0,14,115,,0,0,71,FS,0,35,193,0,1999,
Speedy Noil,91,,,,30,18,133,Texas A&M,4.96,9.25,71,WR,,43.5,199,,2017,
Spencer Drango,127,4.66,5.27,,33.75,30,100,Baylor,5.2,9.5,78,OG,7.88,,315,,2016,
Spencer Havner,2765,4.09,4.69,,0,0,116,,0,0,76,ILB,0,39,242,0,2006,
Spencer Johnson,3356,4.53,5.06,,0,19,111,,0,0,75,DT,0,30,286,0,2004,
Spencer Larsen,2285,4.55,4.85,,0,27,113,Arizona,0,0,74,ILB,0,28.5,238,0,2008,
Spencer Long,504,0,0,,0,0,0,Nebraska,5.3,0,77,OG,0,0,320,0,2014,
Spencer Nead,3677,4.34,4.86,,0,19,102,Brigham Young,0,0,77,TE,0,28.5,259,0,2003,
Spencer Roth,256,0,0,,0,0,0,Baylor,5.1,0,76,P,0,0,227,0,2015,
Spergon Wynn,4567,4.59,4.91,,0,0,108,Texas State University,0,0,76,QB,0,34,229,25,2000,
Stacey Mack,4776,0,4.65,,0,20,113,,0,0,73,FB,0,33,236,0,1999,
Stacy Andrews,3250,4.81,5.07,,0,34,106,Mississippi,0,0,78,OT,0,30.5,342,0,2004,
Stacy Coley,74,,4.45,,32.25,10,122,Miami,5.35,9.75,72,WR,,34,195,,2017,
Stafon Johnson,1690,0,4.62,,30.375,13,118,,0,8.75,71,RB,0,35.5,214,0,2010,
Stanford Keglar,2277,3.98,4.58,,0,29,126,Purdue,0,0,74,OLB,0,34,239,0,2008,
Stanford Routt,3189,3.9,4.27,,0,0,129,Houston,0,0,74,CB,0,36.5,193,0,2005,406
Stanley Arnoux,1853,4.39,4.56,,0,19,121,Wake Forest,0,0,73,ILB,0,31.5,232,0,2009,
Stanley Jean-Baptiste,470,4.33,4.61,,0,13,128,Nebraska,5.3,0,75,CB,0,41.5,218,0,2014,
Stanley McClover,2832,4.52,4.7,,0,19,114,Auburn,0,0,75,DE,0,39,262,0,2006,
Stanley Williams,43,4.18,4.51,,30,18,121,Kentucky,4.99,8.625,67,RB,6.86,36,190,,2017,
Stanley Wilson,3238,0,4.36,,0,14,125,Stanford,0,0,73,CB,0,39.5,185,0,2005,
Stansly Maponga,813,4.37,4.81,,34.125,30,0,TCU,0,10,74,DE,7.3,0,256,0,2013,
Stedman Bailey,669,4.09,4.52,,32.75,11,117,West Virginia,0,9.875,70,WR,6.81,34.5,193,0,2013,659
Stefan LeFors,3116,4.13,4.56,,0,0,111,Louisville,0,0,73,QB,0,31,208,35,2005,
Stefen Wisniewski,1554,4.63,5.29,,33,30,100,Penn State,0,10.375,75,OC,0,28.5,313,0,2011,
Stefon Diggs,84,4.32,4.46,,0,0,115,Maryland,5.6,0,72,WR,7.03,35,195,0,2015,2486
Stefon Wheeler,2937,4.87,5.73,,0,0,74,,0,0,77,OT,0,19.5,339,0,2006,
Stefphon Jefferson,771,4.44,4.68,,30.25,15,117,,0,9.125,70,RB,6.97,31,213,0,2013,
Stepfan Taylor,895,4.5,4.76,,30.125,17,110,Stanford,0,8.625,69.125,RB,7.13,30,214,0,2013,
Stephane Milhim,828,4.87,5.23,,34.25,0,104,,0,10.25,76,OT,0,28.5,314,0,2013,
Stephane Nembot,150,5.15,5.39,,34.625,32,103,Colorado,5.09,10.75,78,OT,8.55,,322,,2016,
Stephen Anderson,102,,,,32,16,119,California,5,9.25,74,TE,,38,230,,2016,
Stephen Burton,1293,4.31,4.5,,32,19,117,West Texas A&M,0,9.125,73,WR,7.04,34.5,221,0,2011,133
Stephen Hill,1064,4.51,4.34,,33.375,14,133,Georgia Tech,0,9.375,76,WR,6.89,39.5,215,0,2012,1006
Stephen Hodge,1964,4.34,4.59,,0,22,115,TCU,0,0,73,OLB,0,35,234,0,2009,
Stephen McGee,2022,4.49,4.61,,0,0,112,Texas A&M,0,0,75,QB,0,33,225,0,2009,
Stephen Morris,538,4.49,4.63,,0,0,111,Miami,5.3,0,74,QB,7.36,30,213,0,2014,
Stephen Nicholas,2570,4.45,4.64,,0,29,110,South Florida,0,0,74,OLB,0,33.5,232,0,2007,873
Stephen Paea,1453,0,4.98,,32.875,49,0,Oregon State,0,10,73,DT,0,0,303,0,2011,
Stephen Peterman,3411,4.69,5.46,,0,23,95,LSU,0,0,76,OG,0,24.5,312,0,2004,
Stephen Schilling,1490,4.62,5.18,,32.75,30,98,,0,9.625,76,OG,0,25.5,308,0,2011,
Stephen Tulloch,2923,4.18,4.84,,0,27,113,North Carolina State,0,0,71,ILB,0,33.5,241,0,2006,2915
Stephen Weatherly,250,,4.61,,34.5,23,117,Vanderbilt,5.25,10.25,76,OLB,,31,267,,2016,
Stephen Williams,1836,4.11,4.5,,33.25,15,125,,0,9.125,77,WR,6.81,36.5,210,0,2010,
Stephon Gilmore,1036,3.94,4.4,,31,15,123,South Carolina,0,9.25,72,CB,6.61,36,190,0,2012,5535
Stephon Heyer,2505,0,5.59,,0,30,94,,0,0,79,OT,0,0,334,0,2007,
Stephon Kelly,3922,4.1,4.62,,0,15,117,,0,0,75,SS,0,32.5,212,0,2002,
Stephon Tuitt,625,0,0,,0,31,0,Notre Dame,6.2,0,77,DE,0,0,304,0,2014,
Stephone Anthony,10,4.03,4.56,,0,23,122,Clemson,5.4,0,75,ILB,7.07,37,243,0,2015,991
Sterling Bailey,213,4.73,5.23,,33.375,20,111,Georgia,5.18,10.25,76,DE,7.46,30,285,,2016,
Sterling Shepard,54,4.35,4.48,,30.375,20,123,Oklahoma,5.77,9.75,70,WR,7,41,194,,2016,2056
Stevan Ridley,1474,4.21,4.65,,31.875,18,118,LSU,0,9.25,71,RB,0,36,225,0,2011,1070
Steve Allen,2141,0,4.87,,0,17,111,,0,0,73,ILB,0,0,236,0,2008,
Steve Beauharnais,678,4.2,4.84,,32.75,19,118,Rutgers,0,9.125,73,ILB,6.99,33,240,0,2013,
Steve Breaston,2441,4.29,4.46,,0,0,124,Michigan,0,0,73,WR,0,33,193,0,2007,257
Steve Edwards,3849,5.15,5.5,,0,20,94,,0,0,77,OG,0,23,355,0,2002,
Steve Heiden,4706,4.11,4.84,,0,26,121,South Dakota State,0,0,77,TE,0,32,260,0,1999,
