,20 Yard Shuttle,40 Yard Dash,60 Yard Shuttle,Arm Length,Bench Press,Broad Jump,College,Grade,Hands,Height,Name,Position,Three Cone Drill,Vertical Jump,Weight,Wonderlic,Year
4888,4.24,4.63,,0,0,119,,0,0,76,LC Stevens,WR,0,35,215,0,1999
4889,4.3,4.89,,0,14,113,,0,0,76,Derik Stevenson,OLB,0,31,235,0,1999
4890,4.28,4.75,,0,23,116,West Virginia,0,0,74,Gary Stills,OLB,0,31.5,238,0,1999
4891,4.54,5.12,,0,29,105,Georgia,0,0,78,Matt Stinchcomb,OT,0,29,306,0,1999
4892,4.01,4.49,,0,0,118,Louisiana-Lafayette,0,0,73,Brandon Stokley,WR,0,35.5,197,0,1999
4893,0,4.48,,0,0,129,Michigan,0,0,74,Tai Streets,WR,0,37,194,0,1999
4894,4.15,4.81,,0,17,111,Kansas State,0,0,76,Justin Swift,TE,0,33,258,0,1999
4895,4.34,5.01,,0,0,0,,0,0,73,Sam Sword,ILB,0,0,242,0,1999
4896,4.4,5.24,,0,26,107,Brigham Young,0,0,78,John Tait,OT,0,29.5,310,0,1999
4897,4.77,5.5,,0,17,103,,0,0,76,Pene Talamaivao,DT,0,27.5,301,0,1999
4898,4,4.61,,0,17,123,Northern Iowa,0,0,73,Ty Talton,CB,0,39,202,0,1999
4899,4.41,4.88,,0,16,108,,0,0,74,Jesse Tarplin,DE,0,32.5,251,0,1999
4900,4.41,5.07,,0,0,108,Georgia,0,0,77,Chris Terry,OT,0,31,291,0,1999
4901,4.26,4.79,,0,0,0,Tennessee,0,0,75,Corey Terry,DE,0,0,254,0,1999
4902,4.16,4.72,,0,21,117,,0,0,74,Myron Terry,FS,0,35,203,0,1999
4903,4.26,4.72,,0,14,115,Iowa,0,0,73,Eric Thigpen,FS,0,35,198,0,1999
4904,4.66,5,,0,31,107,Mississippi State,0,0,76,Randy Thomas,OG,0,31,306,0,1999
4905,4.13,4.59,,0,0,114,,0,0,74,Derrius Thompson,WR,0,41.5,211,0,1999
4906,4.32,4.68,,0,15,121,,0,0,73,Ricky Thompson,FS,0,36,181,0,1999
4907,4.46,5,,0,26,111,West Virginia,0,0,75,John Thornton,DT,0,32,299,0,1999
4908,4.43,5.23,,0,27,106,Texas A&M,0,0,77,Rex Tucker,OT,0,30,303,0,1999
4909,4.2,4.85,,0,23,113,Michigan,0,0,76,Jerame Tuman,TE,0,33,248,0,1999
4910,4.77,5.43,,0,14,99,,0,0,76,Brian Uhl,OC,0,25,294,0,1999
4911,4.39,4.88,,0,0,0,Michigan State,0,0,78,Dimitrius Underwood,DE,0,0,281,0,1999
4912,4.32,4.57,,0,0,113,,0,0,74,Michael Vaughn,WR,0,33.5,212,0,1999
4913,4.17,4.39,,0,14,121,Vanderbilt,0,0,71,Fred Vinson,CB,0,36,177,0,1999
4914,4.25,4.55,,0,18,118,Auburn,0,0,74,Brad Ware,FS,0,37,207,0,1999
4915,4.07,4.53,,0,18,114,,0,0,71,Damon Washington,RB,0,37,200,0,1999
4916,4.44,4.54,,0,16,117,Colorado,0,0,74,Marcus Washington,FS,0,37,219,0,1999
4917,4.63,5,,0,26,114,,0,0,74,Brian Waters,TE,0,32,281,0,1999
4918,3.86,4.34,,0,18,124,Eastern Illinois,0,0,73,Chris Watson,CB,0,37,191,0,1999
4919,4.03,4.65,,0,0,119,Michigan,0,0,73,Andre Weathers,CB,0,32,189,0,1999
4920,4.44,5.02,,0,17,106,,0,0,76,Alton Weaver,DE,0,29.5,296,0,1999
4921,4.17,4.93,,0,19,106,Oregon,0,0,76,Jed Weaver,TE,0,31,246,0,1999
4922,5.26,5.51,,0,20,86,Penn State,0,0,77,Floyd Wedderburn,OT,0,24.5,334,0,1999
4923,4.88,5.09,,0,24,99,California,0,0,77,John Welbourn,OT,0,30,317,0,1999
4924,4.29,4.72,,0,15,114,,0,0,73,Joe Wesley,ILB,0,33,229,0,1999
4925,4.04,4.53,,0,14,114,,0,0,73,Devin West,RB,0,33.5,229,0,1999
4926,4.71,5.23,,0,25,107,Southern University,0,0,75,Chris White,DT,0,29,282,0,1999
4927,4.51,5.13,,0,0,106,,0,0,75,Ted White,QB,0,30.5,226,12,1999
4928,4.34,4.79,,0,19,108,,0,0,77,Aaron Williams,DE,0,33.5,253,0,1999
4929,4.15,4.71,,0,19,108,,0,0,69,Clarence Williams,RB,0,33.5,202,0,1999
4930,3.96,4.45,,0,0,117,,0,0,75,Gerald Williams,WR,0,35.5,207,0,1999
4931,4.27,4.84,,0,14,114,,0,0,75,Parc Williams,OLB,0,33,239,0,1999
4932,0,4.56,,0,0,124,Texas,0,0,71,Ricky Williams,RB,0,37,244,0,1999
4933,4.25,4.56,,0,17,116,Tennessee,0,0,73,Al Wilson,ILB,0,33,239,0,1999
4934,4.51,5.31,,0,0,101,Nebraska,0,0,76,Jason Wiltz,DT,0,27.5,308,0,1999
4935,3.95,4.41,,0,0,122,Ohio State,0,0,69,Antoine Winfield,CB,0,37,176,0,1999
4936,4.92,5.59,,0,23,87,,0,0,77,Brad Winn,OG,0,23,339,0,1999
4937,4.61,5.24,,0,30,100,Notre Dame,0,0,79,Jerry Wisne,OG,0,28,306,0,1999
4938,4.95,5.68,,0,22,100,Brigham Young,0,0,78,Joe Wong,OT,0,27,314,0,1999
4939,4.99,5.14,,0,26,100,Boston College,0,0,75,Damien Woody,OC,0,28.5,328,0,1999
4940,4.33,4.8,,0,16,115,,0,0,77,Mark Word,OLB,0,31.5,258,0,1999
4941,4.35,4.67,,0,0,116,,0,0,74,Anthony Wright,QB,0,31,195,16,1999
4942,0,5.13,,0,0,97,Brigham Young,0,0,78,Daren Yancey,DT,0,26.5,303,0,1999
4943,4.14,4.47,,0,0,112,Kentucky,0,0,68,Craig Yeast,WR,0,32.5,164,0,1999
4944,0,5.57,,0,20,0,Kansas State,0,0,78,Ryan Young,OT,0,0,335,0,1999
4945,4.49,4.72,,0,20,122,Fort Valley State,0,0,77,Peppi Zellner,DE,0,35.5,246,0,1999
4946,4.09,4.53,,0,0,0,West Virginia,0,0,68,Amos Zereoue,RB,0,0,203,0,1999
0,4.25,4.67,,32,,116,North Carolina,6.7,9.5,74,Mitchell Trubisky,QB,6.87,27.5,222,,2017
1,4.31,4.66,,33,,119,Clemson,6.27,9.75,74,Deshaun Watson,QB,6.95,32.5,221,,2017
2,4.08,4.8,,33.25,,114,Texas Tech,5.9,9.25,74,Patrick Mahomes,QB,6.88,30,225,,2017
3,4.53,4.83,,33.125,,107,Notre Dame,5.88,9.875,76,DeShone Kizer,QB,7.4,30.5,233,,2017
4,4.31,4.82,,32,,110,Pittsburgh,5.85,9.875,74,Nathan Peterman,QB,7.14,31,226,,2017
5,,,,32,,,Miami,5.62,9.75,76,Brad Kaaya,QB,,,214,,2017
6,4.21,4.79,,33.125,,118,California,5.3,9.25,77,Davis Webb,QB,6.92,33,229,,2017
7,4.31,4.64,,32.625,,122,Tennessee,5.15,9.25,75,Joshua Dobbs,QB,6.75,33,216,,2017
8,4.47,4.93,,32.375,,105,Central Michigan,5.13,9.125,75,Cooper Rush,QB,7.23,27,228,,2017
9,,,,30.625,,113,Iowa,5.05,9.375,74,C.J. Beathard,QB,,31,219,,2017
10,4.45,5.08,,33.5,,105,Colorado,4.89,10.75,75,Sefo Liufau,QB,7.32,27,232,,2017
11,4.25,4.93,,33.75,,123,Minnesota,4.85,10,75,Mitch Leidner,QB,6.96,34.5,226,,2017
12,4.14,4.54,11.28,30.625,,125,Texas A&M,4.8,9.875,73,Trevor Knight,QB,7.04,35.5,219,,2017
13,4.41,4.8,,33.125,,112,Virginia Tech,,9.375,75,Jerod Evans,QB,,26.5,232,,2017
14,,,,32.25,,,Baylor,,9.625,75,Seth Russell,QB,,,213,,2017
15,,4.51,,31.625,,,LSU,7.15,9.25,72,Leonard Fournette,RB,,28.5,240,,2017
16,4.53,4.49,,32.375,22,116,Florida State,6.54,9.25,70,Dalvin Cook,RB,7.27,30.5,210,,2017
17,,4.56,,32.75,15,131,Tennessee,6.02,9.25,70,Alvin Kamara,RB,,39.5,214,,2017
18,4.22,4.48,11.03,30,10,121,Stanford,5.93,9,71,Christian McCaffrey,RB,6.57,37.5,202,,2017
19,,,,31.375,18,,Texas,5.76,10.125,72,D'Onta Foreman,RB,,,233,,2017
20,4.37,4.65,11.71,30.375,30,116,Oklahoma,5.64,10,71,Samaje Perine,RB,7.26,33,233,,2017
21,4.28,4.49,,31.5,,121,Boise State,5.61,10,69,Jeremy McNichols,RB,6.93,35.5,214,,2017
22,,4.5,,32,15,125,USF,5.54,9,71,Marlon Mack,RB,,35.5,213,,2017
23,,4.62,,31.375,18,119,Toledo,5.52,9.625,70,Kareem Hunt,RB,,36.5,216,,2017
24,4.28,4.6,,32.625,21,120,Clemson,5.51,9.125,72,Wayne Gallman,RB,7.17,29.5,215,,2017
25,,4.42,,29.75,11,118,North Carolina A&T;,5.49,10.125,66,Tarik Cohen,RB,,31.5,179,,2017
26,,4.68,,30.5,19,115,Wisconsin,5.43,9.75,70,Corey Clement,RB,,28.5,220,,2017
27,,4.65,,31.25,20,113,Pittsburgh,5.4,9.875,73,James Conner,RB,,29,233,,2017
28,,,,30,18,109,NC State,5.38,10.5,69,Matt Dayes,RB,,28,205,,2017
29,4.19,4.41,,30.75,14,125,Utah,5.35,9.375,71,Joe Williams,RB,7.19,35,210,,2017
30,,4.48,,29,5,117,San Diego State,5.33,8.5,68,Donnel Pumphrey,RB,,33.5,176,,2017
31,,4.37,,32,17,121,North Carolina,5.3,9,69,T.J. Logan,RB,,33.5,196,,2017
32,4.46,4.76,12.03,29.25,16,116,Indiana,5.25,9.625,68,Devine Redding,RB,7.18,30.5,205,,2017
33,4.56,4.53,11.78,31,15,120,Louisiana,5.23,9,70,Elijah McGuire,RB,7.26,36,214,,2017
34,,4.58,,33.25,23,130,Oklahoma State,5.22,9.625,72,Christopher Carson,RB,,37,218,,2017
35,4.34,4.65,,31.375,14,120,Wisconsin,5.2,9.125,71,Dare Ogunbowale,RB,6.99,35,213,,2017
36,4.34,4.93,11.84,30.25,19,114,Virginia Tech,5.18,9.75,70,Sam Rogers,FB,7.27,32,231,,2017
37,,,,30.375,18,,North Carolina,5.14,9.375,71,Elijah Hood,RB,,,232,,2017
38,4.53,4.59,,31.25,,123,BYU,5.13,10,72,Jamaal Williams,RB,7.25,30,212,,2017
39,,4.48,,29,20,120,Coastal Carolina,5.12,9.5,67,De'Angelo Henderson,RB,,34,208,,2017
40,,,,31,21,,USC,5.08,9.625,73,Justin Davis,RB,,,208,,2017
41,4.45,4.75,,32.75,24,111,Florida State,5.05,9.625,72,Freddie Stevenson,FB,7.65,28,234,,2017
42,,4.62,,30.125,11,116,Temple,5.05,9,70,Jahad Thomas,RB,,32,190,,2017
43,4.18,4.51,,30,18,121,Kentucky,4.99,8.625,67,Stanley Williams,RB,6.86,36,190,,2017
44,4.56,,11.75,29.5,22,108,Michigan,4.9,9,71,De'Veon Smith,RB,7.3,29,223,,2017
45,4.32,4.54,11.29,31.375,15,125,Wyoming,,8.875,73,Brian Hill,RB,7.03,34,219,,2017
46,4.2,4.56,11.53,32.5,16,127,UTEP,,9.5,69,Aaron Jones,RB,6.82,37.5,208,,2017
47,,4.74,,30,21,,West Virginia,,9.625,70,Rushel Shell,RB,,32.5,227,,2017
48,,,,33.375,15,121,Clemson,6.32,9.375,76,Mike Williams,WR,,32.5,218,,2017
49,,,,33,,,Western Michigan,6.23,9.125,75,Corey Davis,WR,,,209,,2017
50,,4.22,,31.5,,133,Washington,6.19,8.75,71,John Ross,WR,,37,188,,2017
51,,4.54,,32.875,15,120,USC,5.85,10.5,73,JuJu Smith-Schuster,WR,,32.5,215,,2017
52,4.13,4.53,,32.125,11,119,California,5.84,10.125,74,Chad Hansen,WR,6.74,35,202,,2017
53,4.08,4.62,,31.5,,116,Eastern Washington,5.81,9.5,74,Cooper Kupp,WR,6.75,31,204,,2017
54,,,,30.625,,,Oklahoma,5.77,9,72,Dede Westbrook,WR,,,178,,2017
55,4.34,4.61,,32.625,14,127,Virginia Tech,5.74,9.25,73,Isaiah Ford,WR,6.94,35.5,194,,2017
56,4.33,4.31,,31.25,18,119,Ohio State,5.73,9.5,71,Curtis Samuel,WR,7.09,37,196,,2017
57,4.2,4.5,10.71,32,8,118,West Virginia,5.72,8.875,71,Shelton Gibson,WR,6.83,32,191,,2017
58,4.13,4.52,11.32,31.5,,124,Texas A&M,5.71,9.375,75,Josh Reynolds,WR,6.83,37,194,,2017
59,4.55,4.57,12.21,32,,116,LSU,5.67,9,73,Travin Dural,WR,7.29,30.5,202,,2017
60,4.21,4.5,11.23,32.625,13,132,Western Kentucky,5.66,9.25,71,Taywan Taylor,WR,6.57,33.5,203,,2017
61,,4.45,,32.625,17,124,Michigan,5.56,9.875,74,Amara Darboh,WR,,36,214,,2017
62,4.01,4.45,11.17,32.5,15,133,East Carolina,5.55,9,74,Zay Jones,WR,6.79,36.5,201,,2017
63,,4.53,,33.25,,,North Carolina,5.51,9.75,76,Mack Hollins,WR,,,221,,2017
64,4.46,4.65,,31.875,12,114,Florida State,5.51,9.25,72,Travis Rudolph,WR,6.93,31.5,189,,2017
65,4.33,,,31.75,19,,Ohio State,5.5,9.125,74,Noah Brown,WR,7.07,,222,,2017
66,4.46,4.62,11.68,32.375,13,120,Air Force,5.5,10.875,75,Jalen Robinette,WR,6.77,31.5,220,,2017
67,4.35,4.46,11.79,31.375,13,131,Louisiana Tech,5.49,9.125,71,Carlos Henderson,WR,7.18,36,199,,2017
68,4.49,4.61,12.06,31,13,116,Clemson,5.47,9.375,70,Artavis Scott,WR,7.19,31,193,,2017
69,4.09,4.47,,33.25,10,132,Michigan,5.46,9.125,75,Jehu Chesson,WR,6.7,35.5,204,,2017
70,4.15,4.5,,32,18,120,Northern Illinois,5.45,9.75,76,Kenny Golladay,WR,7,35.5,218,,2017
71,4.28,4.44,11.39,32,8,125,USF,5.41,9,73,Rodney Adams,WR,6.98,29.5,189,,2017
72,4.26,4.52,11.88,31.5,11,135,LSU,5.39,9,74,Malachi Dupre,WR,7.19,39.5,196,,2017
73,,4.64,,32,16,,Arkansas,5.38,9.5,73,Keon Hatcher,WR,,,212,,2017
74,,4.45,,32.25,10,122,Miami,5.35,9.75,72,Stacy Coley,WR,,34,195,,2017
75,,4.51,,33.5,,130,Louisville,5.33,9.5,75,Jamari Staples,WR,,36,195,,2017
76,4.32,4.49,,32,14,126,Syracuse,5.32,9.125,73,Amba Etta-Tawo,WR,6.95,31,208,,2017
77,,4.41,,30.75,13,119,Baylor,5.3,8.875,71,KD Cannon,WR,,37,182,,2017
78,4.21,4.68,,32.5,9,125,Eastern Washington,5.27,9.125,73,Kendrick Bourne,WR,6.73,34,203,,2017
79,4.12,4.74,11.19,30.375,10,112,Arkansas,5.25,9.5,72,Drew Morgan,WR,6.85,30,190,,2017
80,4,4.51,11.14,28,11,116,North Carolina,5.23,9.25,68,Ryan Switzer,WR,6.77,32,181,,2017
81,4.14,4.42,,31.75,8,123,Ole Miss,5.22,9.375,75,Quincy Adeboyejo,WR,6.73,34.5,197,,2017
82,4.54,,,32,8,112,USC,5.22,10.125,73,Darreus Rogers,WR,7.22,26.5,216,,2017
83,4.15,4.42,,28.875,11,123,Georgia,5.2,8.875,67,Isaiah McKenzie,WR,6.64,36,173,,2017
84,4.2,4.56,,30.375,11,117,Washington State,5.18,8.75,71,Gabe Marks,WR,7.01,29.5,189,,2017
85,4.01,4.63,11.14,28.75,13,117,Louisiana Tech,5.18,8.25,68,Trent Taylor,WR,6.74,33,181,,2017
86,,4.63,,30,9,118,Connecticut,5.12,8.75,72,Noel Thomas,WR,,32.5,205,,2017
87,4.57,4.57,,31.375,10,119,Florida State,5.07,9.375,69,Bobo Wilson,WR,,,189,,2017
88,4.21,4.56,,32.125,13,124,Marian,5,9.875,75,Krishawn Hogan,WR,6.74,36.5,222,,2017
89,4.39,4.6,,30.75,11,115,Louisville,5,9,72,James Quick,WR,7,31,186,,2017
90,4.43,4.55,12,31.875,11,119,Tulsa,4.97,9.875,69,Keevan Lucas,WR,7.23,32.5,192,,2017
91,,,,30,18,133,Texas A&M,4.96,9.25,71,Speedy Noil,WR,,43.5,199,,2017
92,4.19,4.42,11.31,32.5,,129,Stanford,4.96,9.25,72,Michael Rector,WR,6.77,36.5,193,,2017
93,,4.7,,33,23,118,Shepherd,4.95,10.375,76,Billy Brown,WR,,29,255,,2017
94,4.28,4.51,,31.25,10,113,Mississippi State,4.94,9.25,73,Fred Ross,WR,6.99,35,213,,2017
95,4.37,4.44,,30,8,120,Florida State,4.94,8.5,68,Kermit Whitfield,WR,7.17,32.5,185,,2017
96,4.29,4.55,,32,14,126,Old Dominion,4.93,10,74,Zach Pascal,WR,7.11,36,219,,2017
97,,,,31.125,10,,Houston,4.93,9.875,71,"Greg Ward, Jr.",WR,,,186,,2017
98,4.12,4.6,,31.5,16,125,Akron,4.92,9.75,74,Jerome Lane,WR,6.87,35,226,,2017
99,4.14,4.58,11.75,33.125,,119,North Carolina,4.9,10.375,76,Bug Howard,WR,6.95,37.5,221,,2017
100,4.22,4.54,11.21,31.125,9,117,Oregon State,,9,68,"Victor Bolden, Jr.",WR,6.83,32,178,,2017
101,4.28,4.44,11.48,33,19,136,Georgia State,,9.625,75,Robert Davis,WR,6.82,41,219,,2017
102,4,4.42,11.21,31.625,19,126,Penn State,,9.125,73,Chris Godwin,WR,7.01,36,209,,2017
103,4.19,4.4,11.77,31.375,10,121,Tennessee,,9.625,75,Josh Malone,WR,7.05,30.5,208,,2017
104,4.33,4.69,11.85,33.125,17,121,Texas A&M,,9.625,77,Ricky Seals-Jones,WR,7.46,28,243,,2017
105,,4.49,,32.5,,124,Alabama,,9.375,71,ArDarius Stewart,WR,,34,204,,2017
106,4.16,4.51,11.46,33.75,22,121,Alabama,6.51,10,78,O.J. Howard,TE,6.85,30,251,,2017
107,4.34,4.64,,35.25,21,133,Miami,6.4,10,76,David Njoku,TE,6.97,37.5,246,,2017
108,4.33,4.62,,33,22,126,South Alabama,6,8.5,75,Gerald Everett,TE,6.99,37.5,239,,2017
109,4.45,4.57,12.08,32.5,18,134,Virginia Tech,5.93,10.125,78,Bucky Hodges,TE,,39,257,,2017
110,4.23,4.42,,33.5,19,125,Ole Miss,5.82,10,75,Evan Engram,TE,6.92,36,234,,2017
111,,,,32,,,Michigan,5.81,10,77,Jake Butt,TE,,,246,,2017
112,4.38,4.79,12.38,33.5,24,121,Ashland,5.75,9.625,78,Adam Shaheen,TE,7.09,32.5,278,,2017
113,,4.69,,34.5,,116,Arkansas,5.7,10.75,77,Jeremy Sprinkle,TE,,29,252,,2017
114,4.33,,12.06,33.5,18,114,Clemson,5.58,10.375,77,Jordan Leggett,TE,7.12,33,258,,2017
115,4.18,4.62,11.57,32.875,22,127,FIU,5.46,9.25,75,Jonnu Smith,TE,,38,248,,2017
116,4.51,4.86,,33,,110,Toledo,5.45,11.5,76,Michael Roberts,TE,7.05,30,270,,2017
117,,4.52,,33.125,18,132,Iowa,5.38,9.25,76,George Kittle,TE,,35,247,,2017
118,,,,33.5,22,121,Drake,5.37,10.375,77,Eric Saubert,TE,,33,253,,2017
119,4.59,4.97,12.41,32.5,18,109,UTEP,5.34,10,76,Hayden Plinke,TE,7.55,28,264,,2017
120,,,,32.75,20,,Louisville,5.3,10,76,Cole Hikutini,TE,,,247,,2017
121,4.47,4.55,,34.5,17,116,Washington,5.19,10.25,75,Darrell Daniels,TE,7.09,32,247,,2017
122,4.45,4.84,12.34,33.25,17,112,Pittsburgh,5.14,10,77,Scott Orndoff,TE,7.37,27,253,,2017
123,,,,35.625,24,,Oregon,4.96,10.375,78,Pharaoh Brown,TE,,34,255,,2017
124,,4.68,,32.375,19,,Nebraska,4.9,9,75,Cethan Carter,TE,,,241,,2017
125,,,,33.75,25,,Wisconsin,6.2,10.875,78,Ryan Ramczyk,OT,,,310,,2017
126,4.82,5.15,,35.5,,106,Alabama,6.16,10.5,78,Cam Robinson,OT,7.81,26,322,,2017
127,4.62,5,,32.25,34,111,Western Kentucky,6.11,10.625,76,Forrest Lamp,OG,7.55,27.5,309,,2017
128,4.55,4.95,,34,,115,Utah,6.1,9.375,77,Garett Bolles,OT,7.29,28,297,,2017
129,4.71,5.32,,33.25,22,99,Ohio State,5.85,9.75,75,Pat Elflein,C,7.94,23.5,303,,2017
130,5.09,5.27,,35.25,21,114,Pittsburgh,5.83,10.875,77,Dorian Johnson,OG,8.39,30,300,,2017
131,4.68,5.24,,33.375,26,101,Indiana,5.79,10.25,76,Dan Feeney,OG,7.52,28,305,,2017
132,4.94,5.15,,33.375,24,108,Troy,5.75,9.875,78,Antonio Garcia,OT,7.98,31,302,,2017
133,5.21,5.58,,34.875,22,92,USC,5.72,10.75,80,Zach Banner,OT,8.31,23.5,353,,2017
134,4.78,5.11,,35,26,106,Temple,5.71,9.875,76,Dion Dawkins,OG,7.3,26,314,,2017
135,4.81,5.15,,33.125,26,107,LSU,5.7,10.125,78,Ethan Pocic,C,7.89,27,310,,2017
136,4.58,5.18,,34.125,23,109,Western Michigan,5.68,10.625,77,Taylor Moton,OG,7.73,30.5,319,,2017
137,,,,36,,,Florida State,5.62,10.75,79,Roderick Johnson,OT,,,298,,2017
138,4.56,5.35,,33.5,28,110,San Diego State,5.54,10.625,76,Nico Siragusa,OG,7.71,32,319,,2017
139,4.72,5.47,,33.25,23,111,Vanderbilt,5.53,10.125,79,Will Holden,OT,7.71,28,311,,2017
140,4.93,5.34,,33.75,35,102,Utah,5.51,10.375,75,Isaac Asiata,OG,7.83,25.5,323,,2017
141,,,,32.375,23,97,Miami (OH),5.51,10.5,77,Collin Buchanan,OL,,25,316,,2017
142,4.94,5.23,,33.875,23,96,Pittsburgh,5.5,11.375,78,Adam Bisnowaty,OT,8.02,29.5,304,,2017
143,5.38,5.84,,35,,96,USC,5.49,11,75,Damien Mama,G,8.51,24.5,334,,2017
144,4.78,5.44,,35.375,19,97,Florida,5.49,10,78,David Sharpe,OT,7.87,20.5,343,,2017
145,,5.22,,33.25,34,,Texas A&M,5.46,9.5,76,Jermaine Eluemunor,OL,,,332,,2017
146,5.01,5.48,,33.125,15,105,USC,5.46,9.5,79,Chad Wheeler,C,,20.5,306,,2017
147,4.47,5.54,,32.25,19,97,Wyoming,5.42,9.5,76,Chase Roullier,C,7.6,26.5,312,,2017
148,,4.81,,33.375,34,,TCU,5.39,9.375,76,Aviante Collins,OT,,,295,,2017
149,5,5.35,,33.625,24,91,Texas A&M,5.39,9.5,75,Avery Gennesy,OT,8.08,20,318,,2017
150,4.73,5.36,,34.625,21,102,Kutztown,5.39,10,75,Jordan Morgan,G,8.13,27,309,,2017
151,,,,32.25,24,,West Virginia,5.38,9.75,75,Tyler Orlosky,C,,,298,,2017
152,4.84,5.51,,33.625,21,100,Kentucky,5.35,10,77,Jon Toth,C,8.09,25.5,307,,2017
153,4.84,5.24,,34.125,23,96,Baylor,5.31,10.25,77,Kyle Fuller,C,7.71,26,307,,2017
154,4.9,5.03,,33,26,94,Miami,5.3,9.875,75,Danny Isidora,G,8.13,29,306,,2017
155,,4.98,,33.5,23,108,Tennessee State,5.28,10,76,Jessamen Dunker,G,,28.5,318,,2017
156,4.75,5.44,,33.875,18,100,Illinois State,5.28,10.875,77,Cameron Lee,OG,8.02,25.5,312,,2017
157,4.69,5.45,,36.5,18,106,Bucknell,5.26,10.5,79,Julie'n Davenport,OT,7.57,27,318,,2017
158,5.06,5.55,,34,,98,Mississippi State,5.21,10.25,77,Justin Senior,OT,8.19,23,331,,2017
159,4.9,5.23,,32,24,107,Charleston Southern,5.2,9,75,Erik Austell,OT,8.13,27.5,301,,2017
160,,,,32.25,27,,Utah,5.2,10,77,J.J. Dielman,C,,,309,,2017
161,4.88,5.36,,32.625,26,99,Indiana (PA),5.19,10.375,74,Ethan Cooper,OL,8.02,24.5,322,,2017
162,5.17,5.61,,35.375,18,103,William & Mary,5.18,10.375,79,Jerry Ugokwe,OT,8.35,26,321,,2017
163,4.73,5.16,,33.5,26,106,Chattanooga,5.15,10.875,76,Corey Levin,OL,7.55,26.5,307,,2017
164,4.81,5.15,,32,26,105,Oregon State,5.14,9.5,76,Sean Harlow,OG,8.16,30.5,303,,2017
165,5.01,5.42,,33.375,,97,Arkansas,5.1,10.5,82,Dan Skipper,OT,7.61,26,309,,2017
166,4.58,5.18,,34.75,,105,UCLA,5.07,11,80,Conor McDermott,OT,7.52,28.5,307,,2017
167,4.84,,,33.875,17,106,San Diego State,4.97,9.875,77,Daniel Brunskill,OT,7.9,28,273,,2017
168,,,,35.25,22,,South Carolina State,4.9,9.625,79,Javarius Leamon,OL,,23.5,332,,2017
169,4.6,5.27,,34,15,107,Utah,4.9,10.125,77,Sam Tevi,OT,7.84,26,311,,2017
170,4.89,5.41,,32.625,23,105,Wayne State (MI),4.9,9.625,77,Nate Theaker,OG,7.97,27,315,,2017
171,4.9,5.04,,34,25,102,Michigan,4.88,9.875,78,Ben Braden,OG,7.85,28,329,,2017
172,,4.64,,35.25,33,128,Texas A&M,7.63,10.25,76,Myles Garrett,DE,,41,272,,2017
173,4.28,4.69,,33,30,126,Stanford,6.85,9.375,75,Solomon Thomas,DE,6.95,35,273,,2017
174,4.5,5,,33.625,21,108,Alabama,6.81,9.375,75,Jonathan Allen,DE,7.49,30,286,,2017
175,4.39,4.92,,34.25,25,116,Michigan,6.58,9.75,78,Taco Charlton,DE,7.17,33,277,,2017
176,4.53,4.85,,34.75,23,112,Michigan State,6.56,10.5,78,Malik McDowell,DT,7.69,28.5,295,,2017
177,4.62,5.14,,32,21,105,Florida,6.31,9.75,75,Caleb Brantley,DT,7.66,27,307,,2017
178,4.37,4.52,,32.75,24,133,Temple,6.25,10.125,73,Haason Reddick,DE,7.01,36.5,237,,2017
179,4.57,4.68,,32.75,,124,Alabama,6.24,9.25,75,Tim Williams,DE,7.36,33.5,244,,2017
180,4.44,4.88,,32.125,,117,Tennessee,6.21,10,75,Derek Barnett,DE,6.96,31,259,,2017
181,4.62,4.59,,34.75,24,122,UCLA,6.1,9.75,74,Takkarist McKinley,DE,7.48,33,250,,2017
182,4.42,4.82,12.48,32.375,21,109,Missouri,6,9.625,75,Charles Harris,DE,7.47,32,253,,2017
183,4.75,4.97,,32.625,26,116,Charlotte,5.79,10,75,Larry Ogunjobi,DT,7.55,32,305,,2017
184,,5.33,,35.5,22,,Notre Dame,5.77,10.5,78,Jarron Jones,DT,,20.5,316,,2017
185,4.19,4.67,,31.5,35,114,Auburn,5.75,10.375,74,Carl Lawson,DE,7.46,33,261,,2017
186,4.65,5.04,,32.5,25,108,Ole Miss,5.73,10.25,73,D.J. Jones,DT,7.73,28.5,319,,2017
187,,,,34.125,23,,Michigan,5.7,10.5,77,Chris Wormley,DE,,,298,,2017
188,4.62,5.38,,33.25,19,100,Iowa,5.67,9.625,75,Jaleel Johnson,DT,7.64,28,316,,2017
189,4.59,5.19,,33.5,,110,Alabama,5.64,10.125,75,Dalvin Tomlinson,DT,7.68,27,310,,2017
190,,,,33,18,,Florida State,5.64,10.5,76,Demarcus Walker,DE,,,280,,2017
191,4.39,4.99,,33.125,28,111,UCLA,5.63,10.625,75,Eddie Vanderdoes,DT,7.69,28.5,305,,2017
192,4.28,4.53,,33.5,24,125,Kansas State,5.62,9.875,76,Jordan Willis,DE,6.85,39,255,,2017
193,4.89,4.87,,32.75,22,108,Auburn,5.61,9.25,76,Montravius Adams,DT,7.62,29,304,,2017
194,4.66,5.13,,30.625,33,105,Washington,5.6,9.375,73,Elijah Qualls,DT,7.65,31.5,313,,2017
195,4.62,4.83,,35.625,23,128,Villanova,5.59,10.625,79,Tanoh Kpassagnon,DE,7.46,30,289,,2017
